Senator|Estimated Holdings|Symbol|Company|Sector|Industry|
Tom Carper (D-DE)|$25,000|GLAD|Gladstone Corp|||
Cindy Hyde-Smith (R-MS)|$25,000|VWNEX|Vanguard Windsor Adm|||
Gary Peters (D-MI)|$25,000|NEM|Newmont Mining|||
Cindy Hyde-Smith (R-MS)|$24,900|PRFEX|T ROWE PRICE INTERNATIONAL GROWTH EQUITY TRUST|||
Ben Cardin (D-MD)|$24,800|XLK|Technology Sector SPDR Trust|||
Doug Jones (D-AL)|$24,700|JHAIX|JHancock Global Absolute Ret Strats I|||
Tom Carper (D-DE)|$24,700|MSFT|Microsoft Corp|||
Dan Sullivan (R-AK)|$24,600|DODFX|Dodge & Cox International Fund|||
John Thune (R-SD)|$24,500|SGGDX|First Eagle Gold I|||
Mitch McConnell (R-KY)|$24,500|SGGDX|First Eagle Gold I|||
Ben Sasse (R-NE)|$24,500|IWO|iShares Russell 2000 Growth Fund|||
Sheldon Whitehouse (D-RI)|$24,400|PRASX|T Rowe Price New Asia|||
Lisa Murkowski (R-AK)|$24,400|MSEGX|Morgan Stanley Growth Fund|||
Angus King (D-ME)|$24,300|CME|CME Group Inc.|Finance|Investment Bankers/Brokers/Service|
Doug Jones (D-AL)|$24,100|PSMIX|Principal Global Multi-Strategy Instl|||
Tom Carper (D-DE)|$23,800|ABT|Abbott Laboratories|Health Care|Major Pharmaceuticals|
John Boozman (R-AR)|$23,700|EAT|Brinker Intl Inc|||
Tom Carper (D-DE)|$23,600|IWD|iShares Russell 1000 Value ETF|||
Bernie Sanders (D-VT)|$23,600|VCSTX|Valic Science & Tech Fund|||
Gary Peters (D-MI)|$23,500|AIG|American International Group, Inc.|Finance|Property-Casualty Insurers|
Gary Peters (D-MI)|$23,400|QCOM|Qualcomm Inc|||
Doug Jones (D-AL)|$23,400|OIBNX|Oppenheimer International Bond|||
Sheldon Whitehouse (D-RI)|$23,400|HYT|Blackrock Corporate High Yield|||
Shelley Moore Capito (R-WV)|$23,300|XOM|Exxon Mobil|||
Dianne Feinstein (D-CA)|$23,100|FRC|First Republic Bank|||
Thad Cochran (R-MS)|$23,000|SYK|Concentric Medical Inc|||
Gary Peters (D-MI)|$23,000|VZ|Verizon Communications|||
Ed Markey (D-MA)|$23,000|QQQ|Power Shares QQQ Trust|||
Jack Reed (D-RI)|$23,000|QQQ|Power Shares QQQ Trust|||
Mike Enzi (R-WY)|$23,000|QQQ|Power Shares QQQ Trust|||
Sheldon Whitehouse (D-RI)|$22,900|COF|Capital One Financial|||
Gary Peters (D-MI)|$22,800|CVS|CVS Health|||
Jerry Moran (R-KS)|$22,800|HAL|Halliburton Co|||
Susan Collins (R-ME)|$22,800|PRGO|Perrigo Co|||
Susan Collins (R-ME)|$22,800|MDDVX|MDDVX - BlackRock Equity Dividend Inv A (NASDAQ)|||
David Perdue (R-GA)|$22,800|MPLX|MPLX LP|||
Thad Cochran (R-MS)|$22,700|ROST|Ross Stores|||
Gary Peters (D-MI)|$22,600|WPC|WP Carey Inc|||
David Perdue (R-GA)|$22,500|SUN|Sunoco LP|||
Gary Peters (D-MI)|$22,500|NEE|NextEra Energy|||
Ben Sasse (R-NE)|$22,400|BLV|Vanguard Long-Term Bond|||
James M Inhofe (R-OK)|$22,400|TEL|TE Connectivity Ltd.|||
Tom Carper (D-DE)|$22,400|SWKS|Skyworks Solutions, Inc.|||
Jeff Merkley (D-OR)|$22,200|FDGRX|Fidelity Growth Fund|||
Sheldon Whitehouse (D-RI)|$22,100|SQ|Square, Inc.|||
Sheldon Whitehouse (D-RI)|$22,100|RYAAY|Ryanair Holdings|||
Thad Cochran (R-MS)|$22,100|BECN|Beacon Roofing Supply, Inc.|Consumer Services|RETAIL: Building Materials|
Tom Carper (D-DE)|$22,100|IPAY|ETFMG Prime Mobile Payments|||
Thad Cochran (R-MS)|$22,100|ET|Energy Transfer Equity|||
Richard Burr (R-NC)|$22,000|OEC|Orion Engineered Carbons SA|||
David Perdue (R-GA)|$22,000|EQM|EQT Midstream Partners, LP|||
Tom Carper (D-DE)|$21,900|DGX|Quest Diagnostics|||
Shelley Moore Capito (R-WV)|$21,900|DUK|Duke Energy|||
Susan Collins (R-ME)|$21,900|TJX|TJX Companies|||
Angus King (D-ME)|$21,900|GLD|SPDR Gold Shares ETF|||
Tom Carper (D-DE)|$21,800|TSN|Tyson Foods|||
Gary Peters (D-MI)|$21,600|PFE|Pfizer Inc|||
Bill Cassidy (R-LA)|$21,600|CSCO|Cisco Systems, Inc.|Technology|Computer Communications Equipment|
Pat Toomey (R-PA)|$21,400|BAC|Bank of America|||
John Boozman (R-AR)|$21,400|DFS|Discover Financial Services|||
David Perdue (R-GA)|$21,300|HUN|Huntsman Corporation|||
Bill Cassidy (R-LA)|$21,300|NSC|Norfolk Southern|||
Tom Carper (D-DE)|$21,200|MPW|Medical Properties Trust|||
John Boozman (R-AR)|$21,100|DBA|Powershares Db Multi Sect Comm Tr Db Aaricult Fd|||
Bill Cassidy (R-LA)|$21,100|JNJ|Johnson & Johnson|||
Mike Enzi (R-WY)|$21,100|FKDNX|FKDNX - Franklin DynaTech A (NASDAQ)|||
Tim Kaine (D-VA)|$21,100|OAKBX|Oakmark Equity & Income Fund|||
Richard Burr (R-NC)|$21,100|WH|Wyndam Hotels & Resorts Inc|||
Tammy Duckworth (D-IL)|$21,000|PMTIX|PMTIX - Principal LifeTime 2030 Fund Institutional|||
Pat Toomey (R-PA)|$21,000|PSP|PowerShares Global Listed Private Eq|||
Rand Paul (R-KY)|$21,000|VGELX|Vanguard Energy Fund|||
Maggie Hassan (D-NH)|$20,900|VTHRX|Vanguard Target Retirement 2030 Inv|||
Cindy Hyde-Smith (R-MS)|$20,900|RBRCX|Rbc Small Cap Core I|||
Jerry Moran (R-KS)|$20,800|INTC|INTC-Intel Corp|||
Maggie Hassan (D-NH)|$20,700|VTTVX|Target Date Fund 2025|||
John Boozman (R-AR)|$20,700|GILD|Gilead Sciences|||
Angus King (D-ME)|$20,600|XOM|Exxon Mobil|||
Jim Risch (R-ID)|$20,600|PRMTX|T Rowe Price Media & Telecom Fund|||
Sheldon Whitehouse (D-RI)|$20,600|TWTR|Twitter|||
Ben Sasse (R-NE)|$20,500|EMB|iShares JPMorgan USD Emerging Markets|||
Jerry Moran (R-KS)|$20,500|ALL|Allstate Corporation (The)|Finance|Property-Casualty Insurers|
John Boozman (R-AR)|$20,500|TRV|Travelers Companies|||
Susan Collins (R-ME)|$20,500|AYI|Acuity Brands, Inc.|Consumer Durables|Building Products|
Gary Peters (D-MI)|$20,500|NUE|Nucor Corp|||
Gary Peters (D-MI)|$20,400|EMR|Emerson Electric|||
Jerry Moran (R-KS)|$20,200|DVA|DaVita Inc.|||
Thad Cochran (R-MS)|$20,200|ETN|Eaton Corp|||
Jerry Moran (R-KS)|$20,200|0QZI.IL|FACEBOOK INC FACEBOOK CLASS A|||
Tom Udall (D-NM)|$20,100|AGRYX|AllianceBernstein International Growth Fund|||
James M Inhofe (R-OK)|$20,100|GE|GE Capital|||
Tammy Duckworth (D-IL)|$20,000|MDLZ|Kraft Foods|||
Tom Carper (D-DE)|$19,900|AEE|Ameren Corporation|Public Utilities|Power Generation|
John Boozman (R-AR)|$19,900|URI|United Rentals Inc|||
Gary Peters (D-MI)|$19,900|F|Ford Motor Co|||
Gary Peters (D-MI)|$19,700|ARCC|Ares Capital Corporation|||
Thom Tillis (R-NC)|$19,600|VNQ|Vanguard REIT ETF|||
James M Inhofe (R-OK)|$19,600|F|Ford Motor Co|||
Ben Sasse (R-NE)|$19,600|JNK|JNK-SPDR Barclays High Yield Bond ETF|||
Bill Cassidy (R-LA)|$19,600|LOW|Lowe's Companies|||
Susan Collins (R-ME)|$19,500|XOM|Exxon Mobil|||
Angus King (D-ME)|$19,500|NSC|Norfolk Southern|||
Jerry Moran (R-KS)|$19,500|GILD|Gilead Sciences|||
Tim Kaine (D-VA)|$19,500|CCYIX|Columbia Acorn International Fund|||
Pat Roberts (R-KS)|$19,500|ZNGA|Zynga Inc|||
Gary Peters (D-MI)|$19,500|MCD|McDonald's Corp|||
Tina Smith (D-MN)|$19,500|MSTY.PA|Mainstay Medical International plc|||
Sheldon Whitehouse (D-RI)|$19,500|MET|MetLife Inc|||
Ben Cardin (D-MD)|$19,500|HACAX|Harbor Capital Appreciation Institutional|||
Sheldon Whitehouse (D-RI)|$19,500|HACAX|Harbor Capital Appreciation Institutional|||
Gary Peters (D-MI)|$19,400|BUD|Anheuser-Busch Inbev SA|Consumer Non-Durables|Beverages (Production/Distribution)|
Richard Burr (R-NC)|$19,400|NUE|Nucor Corp|||
Shelley Moore Capito (R-WV)|$19,200|INTC|INTC-Intel Corp|||
Bill Cassidy (R-LA)|$19,200|QCOM|Qualcomm Inc|||
Jim Risch (R-ID)|$19,200|TRBCX|T Rowe Price Blue Chip Growth|||
Sheldon Whitehouse (D-RI)|$19,200|TRBCX|T Rowe Price Blue Chip Growth|||
John Hoeven (R-ND)|$19,100|KTB|Kontoor Brands, Inc.|||
James M Inhofe (R-OK)|$19,100|ARW|Arrow Electronics, Inc.|Technology|Electronic Components|
Mitch McConnell (R-KY)|$19,100|SDSCX|Dreyfus The Boston Co Small Mid Cap Growth Fund|||
Pat Roberts (R-KS)|$19,000|DIS|The Walt Disney Co|||
Shelley Moore Capito (R-WV)|$19,000|SJM|JM Smucker Co|||
Bill Cassidy (R-LA)|$19,000|MSFT|Microsoft Corp|||
Thad Cochran (R-MS)|$18,900|IWF|iShares Russell 1000 Growth|||
Tom Carper (D-DE)|$18,900|ETN|Eaton Corp|||
Jack Reed (D-RI)|$18,900|VWO|Vanguard Emerging Markets ETF|||
Thad Cochran (R-MS)|$18,800|ABBV|AbbVie Inc.|Health Care|Major Pharmaceuticals|
Ben Sasse (R-NE)|$18,700|TIP|iShares Tips Bond ETF|||
Sheldon Whitehouse (D-RI)|$18,600|MCD|McDonald's Corp|||
Angus King (D-ME)|$18,600|IGSB|iShares 1-3 Year Credit Bond ETF|||
Sheldon Whitehouse (D-RI)|$18,500|NWL|Newell Brands|||
John Boozman (R-AR)|$18,500|PGHY|Powershares Global ETF Trust Fdm Hg Yld Rafl|||
Mike Enzi (R-WY)|$18,500|SDGAX|Deutsch VSI Capital Growth|||
Doug Jones (D-AL)|$18,400|SKIRX|Deutsche Enhanced Commodity Strat Instl|||
Sheldon Whitehouse (D-RI)|$18,300|MGA|Magna International Inc.|||
Angus King (D-ME)|$18,300|HLEMX|Harding Loevner Emerging Markets Advisor|||
Cindy Hyde-Smith (R-MS)|$18,300|CTL|CenturyLink|||
Roy Blunt (R-MO)|$18,300|VUG|Vanguard Growth ETF|||
Tom Carper (D-DE)|$18,300|BSTZ|BlackRock Science and Technology Trust II|||
Jerry Moran (R-KS)|$18,200|JNJ|Johnson & Johnson|||
Angus King (D-ME)|$18,100|IVW|iShares S&P 500 Growth ETF|||
Tom Carper (D-DE)|$18,100|IVW|iShares S&P 500 Growth ETF|||
Tom Carper (D-DE)|$18,100|LGI|Lazard Global Total Return &amp; Income|||
Jerry Moran (R-KS)|$18,100|ABBV|AbbVie Inc.|Health Care|Major Pharmaceuticals|
Thad Cochran (R-MS)|$18,000|AMGN|Amgen Inc.|Health Care|Biotechnology: Biological Products (No Diagnostic Substances)|
Angus King (D-ME)|$18,000|WTRG|Aqua America|||
Tom Carper (D-DE)|$18,000|WTRG|Aqua America|||
Rob Portman (R-OH)|$18,000|XLU|Utilities Select Sector SPDR ETF|||
Ben Sasse (R-NE)|$18,000|IWN|iShares Russell 2000 Value Index|||
Sheldon Whitehouse (D-RI)|$17,900|CB|Chubb Corp|||
Dan Sullivan (R-AK)|$17,800|MALOX|BlackRock Global Allocation Fund, Inc. Institution|||
Gary Peters (D-MI)|$17,800|PJFAX|Jennison Large Cap Growth|||
Tom Carper (D-DE)|$17,800|WIW|Western Asset /Claymore Inflation &amp; Opportunity|||
John Boozman (R-AR)|$17,800|CVS|CVS Health|||
Gary Peters (D-MI)|$17,800|GM|General Motors|||
Tom Carper (D-DE)|$17,700|FNF|Fidelity|||
David Perdue (R-GA)|$17,700|JNJ|Johnson & Johnson|||
Gary Peters (D-MI)|$17,700|MMC|Marsh & McLennan|||
Tom Carper (D-DE)|$17,600|RMD|ResMed Inc.|||
Gary Peters (D-MI)|$17,600|ABT|Abbott Laboratories|Health Care|Major Pharmaceuticals|
Ben Sasse (R-NE)|$17,500|SHY|iShares 1-3 Year Treasury Bond ETF|||
Shelley Moore Capito (R-WV)|$17,400|QCOM|Qualcomm Inc|||
Angus King (D-ME)|$17,400|JPM|JPMorgan Chase & Co|||
Tom Carper (D-DE)|$17,300|CVS|CVS Health|||
Doug Jones (D-AL)|$17,300|ORIYX|Oak Ridge Small Cap Growth I|||
Sheldon Whitehouse (D-RI)|$17,300|BA|Boeing Co|||
Tom Carper (D-DE)|$17,200|ALL|Allstate Corporation (The)|Finance|Property-Casualty Insurers|
David Perdue (R-GA)|$17,200|ACN|Accenture plc|Miscellaneous|Business Services|
Tom Udall (D-NM)|$17,200|PGNAX|Prudential Jennison Natural Resources Fund|||
Susan Collins (R-ME)|$17,100|CRM|salesforce.com, inc.|||
David Perdue (R-GA)|$17,100|FOX|Fox Corporation|||
Tom Carper (D-DE)|$17,100|NVDA|NVIDIA Corporation|||
Susan Collins (R-ME)|$17,100|ACN|Accenture plc|Miscellaneous|Business Services|
Rand Paul (R-KY)|$17,000|JAMRX|Janus Real Return Fund|||
John Boozman (R-AR)|$17,000|WHGSX|Westwood Small Cap Instl|||
Sheldon Whitehouse (D-RI)|$17,000|DHR|Danaher Corp|||
Sheldon Whitehouse (D-RI)|$17,000|MRK|Merck & Co|||
Susan Collins (R-ME)|$16,900|VRC|VF Corp|||
Tom Carper (D-DE)|$16,900|VRC|VF Corp|||
Sheldon Whitehouse (D-RI)|$16,900|CHL|China Mobile|||
Mike Crapo (R-ID)|$16,900|TOLLX|Deutsche Global Infrastructure Fund|||
Jerry Moran (R-KS)|$16,900|MSFT|Microsoft Corp|||
Ben Cardin (D-MD)|$16,900|XLY|Consumer Discret Sel Sect SPDR ETF|||
Jerry Moran (R-KS)|$16,900|TXN|Texas Instruments Incorporated|||
Ben Cardin (D-MD)|$16,800|XLF|Financial Select Sector SPDR ETF|||
Sheldon Whitehouse (D-RI)|$16,800|XLF|Financial Select Sector SPDR ETF|||
Pat Toomey (R-PA)|$16,800|TRV|Travelers Companies|||
Sheldon Whitehouse (D-RI)|$16,600|ESS|Essex Property Trust|||
John Thune (R-SD)|$16,600|UMBMX|Scout Mid Cap (NASDAQ)|||
Doug Jones (D-AL)|$16,500|EGRAX|Eaton Vance Glbl Macro Abs Ret Advtg I|||
Patty Murray (D-WA)|$16,500|VPMCX|VPMCX - Vanguard PRIMECAP Inv (NASDAQ)|||
Ben Cardin (D-MD)|$16,500|AGTHX|American Funds Growth Fund of America|||
Jim Risch (R-ID)|$16,500|AGTHX|American Funds Growth Fund of America|||
Tim Kaine (D-VA)|$16,500|TXT|Textron Inc|||
Jim Risch (R-ID)|$16,500|RPMGX|Rowe T Price Mid Cap Growth Fund|||
Mike Enzi (R-WY)|$16,500|RPMGX|Rowe T Price Mid Cap Growth Fund|||
Patty Murray (D-WA)|$16,500|FMAGX|Fidelity Magellan Fund|||
John Boozman (R-AR)|$16,500|TBF|Fixed Income Investments Barclay 20 yr TBF|||
Sheldon Whitehouse (D-RI)|$16,400|APHMX|Artisan Mid Cap Institutional Fund|||
David Perdue (R-GA)|$16,400|DFSVX|DFA US Small Cap Value Portfolio|||
Sheldon Whitehouse (D-RI)|$16,400|PGSGX|JP Morgan Dynamic Small Cap Gr Sel|||
Doug Jones (D-AL)|$16,400|WFMIX|Wells Fargo Special Mid Cap Value Inst|||
Ben Cardin (D-MD)|$16,300|XLV|Health Care Sel Sect Spdr Fund|||
Bernie Sanders (D-VT)|$16,300|VSAGX|Valic Aggressive Growth Fund|||
Pat Roberts (R-KS)|$16,200|XOM|Exxon Mobil|||
David Perdue (R-GA)|$16,200|EMR|Emerson Electric|||
Bill Cassidy (R-LA)|$16,200|NVS|Novartis AG|||
Tom Carper (D-DE)|$16,100|TEX|Terex Corp|||
Sheldon Whitehouse (D-RI)|$16,100|ABBV|AbbVie Inc.|Health Care|Major Pharmaceuticals|
Shelley Moore Capito (R-WV)|$16,100|RYAAY|Ryanair Holdings|||
Martin Heinrich (D-MN)|$16,100|FNIAX|Fidelity Advisor New Insights Fund|||
Roger Wicker (R-MS)|$15,900|MRK|Merck & Co|||
Thad Cochran (R-MS)|$15,900|MRK|Merck & Co|||
Tom Carper (D-DE)|$15,900|PBA|Pembina Pipeline Corporation|||
Gary Peters (D-MI)|$15,900|CMS|CMS Energy|||
Bob Casey (D-PA)|$15,900|FE|Firstenergy Corp|||
Sheldon Whitehouse (D-RI)|$15,800|LB|L Brands|||
John Boozman (R-AR)|$15,800|BAC|Bank of America|||
Pat Toomey (R-PA)|$15,800|BOX|Box, Inc.|||
Thad Cochran (R-MS)|$15,800|TJX|TJX Companies|||
Bill Cassidy (R-LA)|$15,700|IBM|IBM Corp|||
Doug Jones (D-AL)|$15,600|ODVYX|Oppenheimer Developing Markets Y|||
James M Inhofe (R-OK)|$15,600|AIG|American International Group, Inc.|Finance|Property-Casualty Insurers|
Thad Cochran (R-MS)|$15,600|SO|Southern Co|||
Jim Risch (R-ID)|$15,600|PRCOX|T Rowe Price Capital Opportunity Fund|||
Doug Jones (D-AL)|$15,500|VSOIX|Victory Sycamore Small Co Opp I|||
Sheldon Whitehouse (D-RI)|$15,500|IVV|iShares Core S&P 500 ETF|||
John Hoeven (R-ND)|$15,400|FDX|FedEx Corp|||
Mike Enzi (R-WY)|$15,400|FRSGX|Franklin Small-Mid Cap Growth A|||
Ed Markey (D-MA)|$15,400|SPY|S&P 500 EFT|||
Jim Risch (R-ID)|$15,400|PRDGX|T Rowe Price Dividend Growth Fund|||
Tom Carper (D-DE)|$15,300|TMO|Thermo Fisher Scientific|||
Mike Enzi (R-WY)|$15,300|FISCX|FISCX - Franklin Convertible Securities A (NASDAQ)|||
Bernie Sanders (D-VT)|$15,300|VSTIX|Valic Stock Fund|||
Jim Risch (R-ID)|$15,300|PREIX|T Rowe Price Equity Index 500|||
Sheldon Whitehouse (D-RI)|$15,300|GGOIX|Goldman Sachs Growth Opportunities Institutional|||
John Boozman (R-AR)|$15,300|IBM|IBM Corp|||
Jim Risch (R-ID)|$15,300|PRWCX|T Rowe Price Capital Appreciation|||
Jack Reed (D-RI)|$15,200|ISRG|Intuitive Surgical, Inc.|||
Tom Carper (D-DE)|$15,200|V|Visa Inc|||
Sheldon Whitehouse (D-RI)|$15,200|PCAR|PACCAR Inc|||
Patty Murray (D-WA)|$15,200|VMRGX|Vanguard Morgan Growth Inv|||
Ben Cardin (D-MD)|$15,100|ITOT|iShares US|||
Joe Manchin (D-WV)|$15,100|DFVIX|DFA International Value III|||
Tom Carper (D-DE)|$15,100|FITB|Fifth Third Bancorp|||
Tom Carper (D-DE)|$15,100|BOTZ|Global X Robotics &amp; Artificial Intelligence|||
Richard Burr (R-NC)|$15,000|PK|Park Hotels and Resorts Inc|||
Mike Rounds (R-SD)|$15,000|VCR|Vanguard Consumer Discretionary ETF|||
John Thune (R-SD)|$15,000|SCHB|Schwab US Broad Market ETF|||
John Boozman (R-AR)|$15,000|AA|Alcoa Corporation|Basic Industries|Aluminum|
Sheldon Whitehouse (D-RI)|$14,900|PRU|Prudential Financial|||
Tom Carper (D-DE)|$14,800|HASI|Hannon Armstrong Sustainable Infrastructure|||
David Perdue (R-GA)|$14,800|TCP|TC PipeLines, LP|||
Ben Cardin (D-MD)|$14,800|BGRFX|Baron Growth Retail Fund|||
Mike Crapo (R-ID)|$14,800|BSIIX|BlackRock Strategic Income Opportunities Fund|||
Dianne Feinstein (D-CA)|$14,800|BAC|Bank of America|||
Thad Cochran (R-MS)|$14,800|BAC|Bank of America|||
Mike Crapo (R-ID)|$14,700|MINIX|MFS International Value Fund|||
Brian Schatz (D-HI)|$14,700|TIQRX|TIQRX - TIAA-CREF Equity Index R (NASDAQ)|||
Jim Risch (R-ID)|$14,700|PRGIX|T Rowe Price Growth & Income Fund|||
Angus King (D-ME)|$14,600|VDADX|Vanguard Dividend Apprec Index|||
Sheldon Whitehouse (D-RI)|$14,600|VDADX|Vanguard Dividend Apprec Index|||
Sheldon Whitehouse (D-RI)|$14,600|LMESX|ClearBridge Appreciation Fund|||
Sheldon Whitehouse (D-RI)|$14,500|PYPL|PayPal Holdings|||
Mike Enzi (R-WY)|$14,500|SUWAX|SUWAX - DWS Core Equity A (NASDAQ)|||
Brian Schatz (D-HI)|$14,500|TRRSX|TIAA-CREF Real Estate Sec Retire|||
Shelley Moore Capito (R-WV)|$14,400|JKHY|Jack Henry &amp; Associates, Inc.|||
Jerry Moran (R-KS)|$14,300|KO|Coca-Cola Co|||
Brian Schatz (D-HI)|$14,300|TRSCX|TRSCX - TIAA-CREF Social Choice Eq Retire (NASDAQ)|||
Jim Risch (R-ID)|$14,300|DPUYX|Mellon US Equity Market Index|||
Mike Enzi (R-WY)|$14,300|BRWIX|AMG Managers Brandywine Advs Mid Cap Gr|||
David Perdue (R-GA)|$14,300|C|Citigroup Common Stock Fund|||
Ben Cardin (D-MD)|$14,200|ANCFX|American Funds Fundamental Investors Fd|||
Shelley Moore Capito (R-WV)|$14,200|LVMUY|LVMH Mo\u00ebt Hennessy Louis Vuitton S.E.|||
Jeanne Shaheen (D-NH)|$14,200|CSRSX|Cohen & Steers Realty Shares Fund|||
Maria Cantwell (D-WA)|$14,200|MSSMX|Morgan Stanley Institutional Small Co Gr|||
Tom Carper (D-DE)|$14,200|VCR|Vanguard Consumer Discretionary ETF|||
Susan Collins (R-ME)|$14,200|GILD|Gilead Sciences|||
Sheldon Whitehouse (D-RI)|$14,100|QISGX|Federated MDT Small Cap Growth Institutional|||
Gary Peters (D-MI)|$14,100|STAG|STAG Industrial, Inc. (NYSE)|||
Jerry Moran (R-KS)|$14,100|PG|Procter & Gamble|||
Tom Carper (D-DE)|$14,100|FXI|iShares China Large Cap|||
Mike Enzi (R-WY)|$14,100|FSGRX|Franklin Small Cap Growth A|||
Jack Reed (D-RI)|$14,000|IBB|iShares Nasdaq Biotechnology ETF|||
Gary Peters (D-MI)|$14,000|NI|Nisource Inc|||
Mazie K Hirono (D-HI)|$14,000|VAGGX|Delaware Select Growth Institutional|||
Susan Collins (R-ME)|$13,900|BA|Boeing Co|||
Bernie Sanders (D-VT)|$13,900|VCCEX|Valic Core Equity Fund|||
John Boozman (R-AR)|$13,900|RLY|Ssga Active ETF Tr Blkstn Gsosrin|||
Thad Cochran (R-MS)|$13,900|WCC|WESCO International|||
Tim Kaine (D-VA)|$13,800|OXSQ|TICC Capital Corp|||
Jim Risch (R-ID)|$13,700|OTCFX|T Rowe Price Small Cap Stock|||
Ron Wyden (D-OR)|$13,700|OTCFX|T Rowe Price Small Cap Stock|||
Tina Smith (D-MN)|$13,700|EVOTF|Evotec AG|||
David Perdue (R-GA)|$13,700|MO|Altria Group|Consumer Non-Durables|Farming/Seeds/Milling|
Thad Cochran (R-MS)|$13,700|SDY|SDY-SPDR S&P Dividend ETF|||
Sheldon Whitehouse (D-RI)|$13,700|SMCFX|American Funds SMALLCAP World F2|||
Lindsey Graham (R-SC)|$13,700|MERDX|Meridian Growth Legacy Fund|||
Brian Schatz (D-HI)|$13,600|CICAX|CICAX - American Funds Invmt Co of Amer|||
Thad Cochran (R-MS)|$13,600|KMB|Kimberly-Clark Corp|||
Ben Cardin (D-MD)|$13,500|WSGAX|SFT Ivy Small Growth|||
Joni Ernst (R-IA)|$13,500|ITCSX|VY T Rowe Price Capital Appreciation Pt Srv|||
David Perdue (R-GA)|$13,500|UL|Unilever|||
Gary Peters (D-MI)|$13,500|SWK|Stanley Black & Decker|||
Tina Smith (D-MN)|$13,500|BKI|Black Knight Inc|||
Bernie Sanders (D-VT)|$13,400|VWESX|Vanguard Lt Inv Grade|||
Richard Burr (R-NC)|$13,400|EGO|El Dorado Gold Corp|||
Mike Enzi (R-WY)|$13,400|MGSEX|AMG Managers Special Equity Service|||
Tom Carper (D-DE)|$13,400|IJS|Ishares S&amp;P Smll-Cap 600 Value|||
Sheldon Whitehouse (D-RI)|$13,300|BTO|John Hancock Financial Opportunities Fund|||
Ben Cardin (D-MD)|$13,200|XLP|Select Sector SPDR Consumer Staples|||
Roy Blunt (R-MO)|$13,200|ITHAX|Hartford Capitol Appreciated|||
David Perdue (R-GA)|$13,200|DUK|Duke Energy|||
John Thune (R-SD)|$13,200|YAFIX|AMG Yacktman Focused Fund|||
Tom Carper (D-DE)|$13,200|QCOM|Qualcomm Inc|||
Susan Collins (R-ME)|$13,200|TMO|Thermo Fisher Scientific|||
Angus King (D-ME)|$13,200|IJK|iShares S&P Mid Cap 400 Growth ETF|||
Sheldon Whitehouse (D-RI)|$13,200|VETAX|Victory Sycamore Established Value Fund|||
Gary Peters (D-MI)|$13,200|DTE|DTE Energy Company (NYSE)|||
Gary Peters (D-MI)|$13,200|ALL|Allstate Corporation (The)|Finance|Property-Casualty Insurers|
Ted Cruz (R-TX)|$13,200|GSAIX|Goldman Sachs Asia Equity Institutional|||
Rand Paul (R-KY)|$13,100|JABAX|Janus Balanced Fund|||
Sheldon Whitehouse (D-RI)|$13,100|JABAX|Janus Balanced Fund|||
Angus King (D-ME)|$13,100|IYF|iShares US Financial Services ETF|||
Ron Wyden (D-OR)|$13,100|IYR|iShares US Real Estate ETF|||
Gary Peters (D-MI)|$13,100|PEP|Pepsico Inc|||
Dianne Feinstein (D-CA)|$13,100|MGI|MoneyGram International|||
Lisa Murkowski (R-AK)|$13,100|VNQ|Vanguard REIT ETF|||
Sheldon Whitehouse (D-RI)|$13,100|VNQ|Vanguard REIT ETF|||
Shelley Moore Capito (R-WV)|$13,100|VRC|VF Corp|||
Shelley Moore Capito (R-WV)|$13,000|HBAN|Huntington Bancshares|||
Tim Scott (R-SC)|$12,900|OPPAX|Oppenheimer Global Fund|||
Brian Schatz (D-HI)|$12,900|PRSGX|T Rowe Price Spectrum Growth|||
Shelley Moore Capito (R-WV)|$12,900|HLT|Hilton Worldwide Holdings Inc.|||
Tom Carper (D-DE)|$12,900|VHT|Vanguard World Vanguard Health Care|||
Sheldon Whitehouse (D-RI)|$12,900|CMCSA|Comcast Corporation|Consumer Services|Television Services|
Martin Heinrich (D-MN)|$12,800|OIEIX|JPM Equity Income Fund - Sel|||
James M Inhofe (R-OK)|$12,800|VC|Visteon Corp|||
Sheldon Whitehouse (D-RI)|$12,800|MADVX|BlackRock Equity Dividend Institutional|||
Sheldon Whitehouse (D-RI)|$12,800|QCOM|Qualcomm Inc|||
Patty Murray (D-WA)|$12,800|FGRIX|Fidelity Growth & Income Fund|||
Tim Scott (R-SC)|$12,800|FGRIX|Fidelity Growth & Income Fund|||
Shelley Moore Capito (R-WV)|$12,800|EV|Eaton Vance Corp.|||
Mike Enzi (R-WY)|$12,800|TCWAX|Templeton China World Fund|||
Ben Cardin (D-MD)|$12,700|XLI|Industrial Select Sector SPDR ETF|||
Tom Carper (D-DE)|$12,700|DLS|Wisdom Tree Intl Sm Cap Div|||
Barbara A Mikulski (D-MD)|$12,600|DODGX|Dodge & Cox Stock Fund|||
Angus King (D-ME)|$12,600|MKC|McCormick & Co|||
Shelley Moore Capito (R-WV)|$12,600|VZ|Verizon Communications|||
Brian Schatz (D-HI)|$12,600|TRRDX|T Rowe Price Retirement 2040 Fund|||
Ben Cardin (D-MD)|$12,600|IJT|iShares S&P Small-Cap 600 Growth Fund|||
Joni Ernst (R-IA)|$12,500|IIVGX|Voya Growth & Income Port I|||
