Senator,Estimated Holdings,Symbol,Company,Sector,Industry,P,S
Joe Manchin (D-WV),55300,DFALX,DFA Large Cap International I,Miscellaneous,Business Services,D,WV
Shelley Moore Capito (R-WV),55300,PFE,Pfizer Inc,Miscellaneous,Business Services,R,WV
Gary Peters (D-MI),55200,BAC,Bank of America,Miscellaneous,Business Services,D,MI
Angus King (D-ME),55200,KMB,Kimberly-Clark Corp,Miscellaneous,Business Services,D,ME
Chris Coons (D-DE),55200,ICSFX,Invesco Comstock Fund,Miscellaneous,Business Services,D,DE
Steve Daines (R-MT),55100,NWHVX,Nationwide Geneva Mid Cap Growth InSvc,Miscellaneous,Business Services,R,MT
Pat Toomey (R-PA),54900,XEL,Xcel Energy Inc.,Miscellaneous,Business Services,R,PA
Steve Daines (R-MT),54900,RAEBX,American Funds AMCAP Fund,Miscellaneous,Business Services,R,MT
Sheldon Whitehouse (D-RI),54800,AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services,D,RI
Steve Daines (R-MT),54800,COFRX,Columbia Contrarian Core Fund,Technology,Computer Manufacturing,R,MT
John Boozman (R-AR),54700,KHC,The Kraft Heinz Company,Technology,Computer Manufacturing,R,AR
John Boozman (R-AR),54600,GD,General Dynamics,Technology,Computer Manufacturing,R,AR
Ben Cardin (D-MD),54600,EMB,iShares JPMorgan USD Emerging Markets,Technology,Computer Manufacturing,D,MD
Sheldon Whitehouse (D-RI),54600,RJF,Raymond James Financial,Technology,Computer Manufacturing,D,RI
Angus King (D-ME),54500,MINIX,MFS International Value Fund,Technology,Computer Manufacturing,D,ME
Joni Ernst (R-IA),54400,RPEBX,American Funds New Perspective Fund,Technology,Computer Manufacturing,R,IA
Shelley Moore Capito (R-WV),54300,GD,General Dynamics,Technology,Computer Manufacturing,R,WV
Mike Rounds (R-SD),54200,VHT,Vanguard World Vanguard Health Care,Technology,Computer Manufacturing,R,SD
Mike Rounds (R-SD),54200,VBK,Vanguard Small Cap Fund,Technology,Computer Manufacturing,R,SD
Pat Roberts (R-KS),54200,COST,Costco Wholesale,Technology,Computer Manufacturing,R,KS
Rob Portman (R-OH),54200,GPGIX,Grandeur Peak Global Opportunities Fund,Technology,Computer Manufacturing,R,OH
Ben Sasse (R-NE),54100,VWNDX,Vanguard Windsor Fund,Technology,Computer Manufacturing,R,NE
John Boozman (R-AR),54000,TJX,TJX Companies,Technology,Computer Manufacturing,R,AR
Pat Roberts (R-KS),53900,CVX,Chevron Corp,Technology,Computer Manufacturing,R,KS
Thad Cochran (R-MS),53900,ASH,Ashland Inc,Technology,Computer Manufacturing,R,MS
Mitch McConnell (R-KY),53800,YAFIX,AMG Yacktman Focused Fund,Technology,Computer Manufacturing,R,KY
Chuck Grassley (R-IA),53700,NBGNX,Neuberger Berman Genesis Fund,Technology,Computer Manufacturing,R,IA
Lindsey Graham (R-SC),53700,NBGNX,Neuberger Berman Genesis Fund,Technology,Computer Manufacturing,R,SC
Thad Cochran (R-MS),53700,KKR,KKR & Co,Technology,Computer Manufacturing,R,MS
Gary Peters (D-MI),53600,MRK,Merck & Co,Technology,Computer Manufacturing,D,MI
Tom Carper (D-DE),53600,CONE,CyrusOne,Technology,Computer Manufacturing,D,DE
Gary Peters (D-MI),53400,JNJ,Johnson & Johnson,Technology,Computer Manufacturing,D,MI
Pat Toomey (R-PA),53400,GE,GE Capital,Technology,Computer Manufacturing,R,PA
Ed Markey (D-MA),53400,TFFYX,TFFYX - Touchstone Focused Y (NASDAQ),Technology,Computer Manufacturing,D,MA
Gary Peters (D-MI),53300,WMT,Wal-Mart Stores,Technology,Computer Manufacturing,D,MI
Bill Cassidy (R-LA),53200,AAPL,Apple Inc.,Technology,Computer Manufacturing,R,LA
Ted Cruz (R-TX),53100,VNQ,Vanguard REIT ETF,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,TX
Ed Markey (D-MA),52900,FSMAX,Spartan Extended Market Index Advantage Class Mutu,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,MA
Roger Wicker (R-MS),52700,PEYAX,Putnam Fund for Growth & Income Fund,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,MS
Kamala Harris (D-CA),52600,XLY,Consumer Discret Sel Sect SPDR ETF,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),D,CA
James M Inhofe (R-OK),52300,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),R,OK
Angus King (D-ME),52200,IWO,iShares Russell 2000 Growth Fund,Consumer Durables,Metal Fabrications,D,ME
Tom Carper (D-DE),52200,GLD,SPDR Gold Shares ETF,Consumer Durables,Metal Fabrications,D,DE
Mark Warner (D-VA),52200,OIEIX,JPM Equity Income Fund - Sel,Consumer Durables,Metal Fabrications,D,VA
Shelley Moore Capito (R-WV),52000,JPM,JPMorgan Chase & Co,Consumer Durables,Metal Fabrications,R,WV
John Boozman (R-AR),52000,TLH,iShares Tr Barclays 10-20 Yr,Consumer Durables,Metal Fabrications,R,AR
Jerry Moran (R-KS),51700,BA,Boeing Co,Consumer Durables,Metal Fabrications,R,KS
Joe Manchin (D-WV),51700,DFSTX,DFA US Small Cap Fund,Consumer Durables,Metal Fabrications,D,WV
Susan Collins (R-ME),51600,AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,R,ME
Sheldon Whitehouse (D-RI),51500,AXP,American Express Company,Finance,Finance: Consumer Services,D,RI
David Perdue (R-GA),51500,HON,Honeywell International,Public Utilities,Environmental Services,R,GA
Angus King (D-ME),51300,FBNRX,Templeton Global Bond Fund,Public Utilities,Environmental Services,D,ME
Shelley Moore Capito (R-WV),51300,T,AT&T Inc,Public Utilities,Environmental Services,R,WV
Dianne Feinstein (D-CA),51300,ADSW,"Advanced Disposal Services, Inc.",Public Utilities,Environmental Services,D,CA
Lindsey Graham (R-SC),51000,YACKX,AMG Yacktman Service Fund,Finance,Investment Bankers/Brokers/Service,R,SC
Susan Collins (R-ME),51000,JPM,JPMorgan Chase & Co,Finance,Investment Bankers/Brokers/Service,R,ME
Lindsey Graham (R-SC),50800,RYTRX,Royce Total Return Invmt Fund,Finance,Investment Bankers/Brokers/Service,R,SC
Ben Sasse (R-NE),50800,VEA,Vanguard FTSE Developed Markets ETF,Finance,Investment Bankers/Brokers/Service,R,NE
Ben Cardin (D-MD),50700,DDF,Delaware Investments Dividend & Income Fund,Finance,Investment Bankers/Brokers/Service,D,MD
John Hoeven (R-ND),50500,OAKMX,OAKMX - Oakmark I (NASDAQ),Finance,Investment Bankers/Brokers/Service,R,ND
Kamala Harris (D-CA),50500,XLV,Health Care Sel Sect Spdr Fund,Finance,Investment Bankers/Brokers/Service,D,CA
Susan Collins (R-ME),50300,CME,CME Group Inc.,Finance,Investment Bankers/Brokers/Service,R,ME
Steve Daines (R-MT),50200,RWEBX,American Funds Washington Mutual Fund,Miscellaneous,Business Services,R,MT
Ted Cruz (R-TX),50100,VFORX,Vanguard Target Retirement 2040,Miscellaneous,Business Services,R,TX
Kamala Harris (D-CA),50100,FRC,First Republic Bank,Miscellaneous,Business Services,D,CA
Steve Daines (R-MT),50100,MQGIX,MFS International Growth I,Miscellaneous,Business Services,R,MT
Tom Carper (D-DE),50000,CEF,Sprott Physical Gold and Silver Trust,Miscellaneous,Business Services,D,DE
Chuck Schumer (D-NY),50000,TCNIX,TIAA Acc Lifecycle 2015 T1,Miscellaneous,Business Services,D,NY
Sheldon Whitehouse (D-RI),49900,BAF,BlackRock Inc,Miscellaneous,Business Services,D,RI
Sheldon Whitehouse (D-RI),49900,ACN,Accenture plc,Miscellaneous,Business Services,D,RI
Dianne Feinstein (D-CA),49900,NMRD,Nemaura Medical Inc,Consumer Services,Catalog/Specialty Distribution,D,CA
Ben Cardin (D-MD),49800,JNK,JNK-SPDR Barclays High Yield Bond ETF,Consumer Services,Catalog/Specialty Distribution,D,MD
Tom Udall (D-NM),49700,MWEIX,MFS International Large Cap Fund,Consumer Services,Catalog/Specialty Distribution,D,NM
Gary Peters (D-MI),49700,PG,Procter & Gamble,Consumer Services,Catalog/Specialty Distribution,D,MI
Bernie Sanders (D-VT),49600,VMIDX,Valic Mid Cap Index Fund,Consumer Services,Catalog/Specialty Distribution,D,VT
James M Inhofe (R-OK),49500,DAL,"Delta Air Lines, Inc.",Consumer Services,Catalog/Specialty Distribution,R,OK
Roger Wicker (R-MS),49500,AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,R,MS
Rand Paul (R-KY),49400,UIPMX,USAA Precious Metals & Minerals,Health Care,Major Pharmaceuticals,R,KY
Tom Carper (D-DE),49400,MDY,SPDR S&P Mid Cap 400 ETF,Health Care,Major Pharmaceuticals,D,DE
Brian Schatz (D-HI),49300,MASSX,Mutual of America Small Cap Growth Institutional,Health Care,Major Pharmaceuticals,D,HI
Gary Peters (D-MI),49200,MDT,Medtronic Inc,Health Care,Major Pharmaceuticals,D,MI
James M Inhofe (R-OK),49200,ABT,Abbott Laboratories,Health Care,Major Pharmaceuticals,R,OK
Ted Cruz (R-TX),49200,GHYIX,Goldman Sachs High Yield Muni Institutional,Technology,"Computer Software: Programming, Data Processing",R,TX
John Hoeven (R-ND),49100,MPC,Marathon Petroleum Corporation,Technology,"Computer Software: Programming, Data Processing",R,ND
Gary Peters (D-MI),49100,SDY,SDY-SPDR S&P Dividend ETF,Technology,"Computer Software: Programming, Data Processing",D,MI
Sheldon Whitehouse (D-RI),49000,XLV,Health Care Sel Sect Spdr Fund,Technology,"Computer Software: Programming, Data Processing",D,RI
Michael Bennet (D-CO),49000,VTHRX,Vanguard Target Retirement 2030 Inv,Technology,"Computer Software: Programming, Data Processing",D,CO
Tom Udall (D-NM),49000,EKWAX,Wells Fargo Advantage Precious Metals,Technology,"Computer Software: Programming, Data Processing",D,NM
Shelley Moore Capito (R-WV),49000,BLK,"BlackRock, Inc.",Technology,"Computer Software: Programming, Data Processing",R,WV
Tom Udall (D-NM),48900,LCLIX,Clearbridge Large Cap Value Fund,Technology,"Computer Software: Programming, Data Processing",D,NM
Catherine Cortez Masto (D-NV),48700,VLAAX,Value Line Asset Allocation Investor,Technology,"Computer Software: Programming, Data Processing",D,NV
Mike Rounds (R-SD),48700,VO,Vanguard Mid-Cap ETF,Technology,"Computer Software: Programming, Data Processing",R,SD
Angus King (D-ME),48600,PAAIX,Pimco All Asset Institutional Fund,Technology,"Computer Software: Programming, Data Processing",D,ME
Susan Collins (R-ME),48500,NEE,NextEra Energy,Technology,"Computer Software: Programming, Data Processing",R,ME
Chris Coons (D-DE),48400,HIAOX,Hartford International Opp HLS,Technology,"Computer Software: Programming, Data Processing",D,DE
Ben Sasse (R-NE),48400,MGV,Vanguard Mega Cap Value ETF,Technology,"Computer Software: Programming, Data Processing",R,NE
David Perdue (R-GA),48400,GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",R,GA
James M Inhofe (R-OK),48300,CRM,"salesforce.com, inc.",Health Care,Medical/Dental Instruments,R,OK
Ron Wyden (D-OR),48300,JEMWX,jp morgan emerging markets fund,Health Care,Medical/Dental Instruments,D,OR
Angus King (D-ME),48200,DIS,The Walt Disney Co,Health Care,Medical/Dental Instruments,D,ME
Tom Carper (D-DE),48200,MILGX,Mirae Emerging Markets Fund,Health Care,Medical/Dental Instruments,D,DE
Pat Toomey (R-PA),48100,DD,DowDuPont Inc,Health Care,Medical/Dental Instruments,R,PA
Shelley Moore Capito (R-WV),48100,BDX,"Becton, Dickinson and Company",Health Care,Medical/Dental Instruments,R,WV
Chuck Grassley (R-IA),47900,MMUFX,MFS Utilities Fund,Health Care,Medical/Dental Instruments,R,IA
Thad Cochran (R-MS),47900,HDS,HD Supply Holdings,Health Care,Medical/Dental Instruments,R,MS
Kamala Harris (D-CA),47900,IBB,iShares Nasdaq Biotechnology ETF,Health Care,Medical/Dental Instruments,D,CA
Gary Peters (D-MI),47800,VAFNX,Invesco American Franchise Fund,Health Care,Medical/Dental Instruments,D,MI
David Perdue (R-GA),47600,NWSA,News Corporation,Health Care,Medical/Dental Instruments,R,GA
Sheldon Whitehouse (D-RI),47500,BRK-B,Berkshire Hathaway Inc.,Health Care,Medical/Dental Instruments,D,RI
John Boozman (R-AR),47400,EMLP,First TR Exchange Traded FD IV No Amer Energy,Health Care,Medical/Dental Instruments,R,AR
Chuck Grassley (R-IA),47300,AFB,Alliance National Municipal Income Fund Inc,Health Care,Medical/Dental Instruments,R,IA
Mike Rounds (R-SD),47300,VT,Vanguard World Vanguard Finls ETF,Health Care,Medical/Dental Instruments,R,SD
Ben Cardin (D-MD),47200,VEA,Vanguard FTSE Developed Markets ETF,Health Care,Medical/Dental Instruments,D,MD
Jeanne Shaheen (D-NH),47200,GWETX,GWETX - AMG GW&K Small Cap Core Inv (NASDAQ),Health Care,Medical/Dental Instruments,D,NH
Steve Daines (R-MT),47200,RAMHX,American Funds American Balanced Fund,Health Care,Medical/Dental Instruments,R,MT
Ben Sasse (R-NE),47200,VWO,Vanguard Emerging Markets ETF,Health Care,Medical/Dental Instruments,R,NE
Sheldon Whitehouse (D-RI),47000,CWGIX,American Cap World Growth Income Fund,Health Care,Medical/Dental Instruments,D,RI
Angus King (D-ME),47000,OAKIX,Oakmark International Fund,Health Care,Medical/Dental Instruments,D,ME
David Perdue (R-GA),47000,DODGX,Dodge & Cox Stock Fund,Health Care,Medical/Dental Instruments,R,GA
Gary Peters (D-MI),47000,DODGX,Dodge & Cox Stock Fund,Health Care,Medical/Dental Instruments,D,MI
Ben Sasse (R-NE),47000,MBB,Barclay Mbs Bond,Health Care,Medical/Dental Instruments,R,NE
Ed Markey (D-MA),46900,JORNX,Janus Global Select Class T Mutual Fund,Health Care,Medical/Dental Instruments,D,MA
Barbara A Mikulski (D-MD),46900,TRMCX,T Rowe Price Mid Cap Value Fund,Health Care,Medical/Dental Instruments,D,MD
Kelly Loeffler (R-GA),46800,PRU,Prudential Financial,Health Care,Medical/Dental Instruments,R,GA
David Perdue (R-GA),46700,TRP,TC Energy Corporation,Health Care,Medical/Dental Instruments,R,GA
Susan Collins (R-ME),46700,SBUX,Starbucks Corp,Health Care,Medical/Dental Instruments,R,ME
Gary Peters (D-MI),46400,KMB,Kimberly-Clark Corp,Health Care,Medical/Dental Instruments,D,MI
Ben Cardin (D-MD),46300,LQD,iShares iBoxx $ Invmt Grade Corp Bd ETF,Health Care,Medical/Dental Instruments,D,MD
Amy Klobuchar (D-MN),46300,FOSFX,Fidelity Overseas Fund,Health Care,Medical/Dental Instruments,D,MN
Dick Durbin (D-IL),46300,SPLV,PowerShares S&P 500 Low Volatility ETF,Health Care,Medical/Dental Instruments,D,IL
Pat Roberts (R-KS),46200,EXG,Eaton Vance Tax-Managed Global Diversified Equity,Health Care,Medical/Dental Instruments,R,KS
Chuck Grassley (R-IA),46100,SVAIX,Federated Strategic Value Dividend Institutional,Health Care,Medical/Dental Instruments,R,IA
Shelley Moore Capito (R-WV),46100,SYY,Sysco Corp,Health Care,Medical/Dental Instruments,R,WV
Shelley Moore Capito (R-WV),46000,FDS,FactSet Research Systems Inc,Health Care,Medical/Dental Instruments,R,WV
Angus King (D-ME),45700,MMM,3M Company,Health Care,Medical/Dental Instruments,D,ME
David Perdue (R-GA),45700,ABBV,AbbVie Inc.,Health Care,Major Pharmaceuticals,R,GA
Pat Toomey (R-PA),45600,CVX,Chevron Corp,Technology,"Computer Software: Programming, Data Processing",R,PA
Mike Rounds (R-SD),45600,IAU,iShares Gold Trust,Technology,"Computer Software: Programming, Data Processing",R,SD
Richard Burr (R-NC),45600,L,Loews Corp,Technology,"Computer Software: Programming, Data Processing",R,NC
Gary Peters (D-MI),45400,MDY,SPDR S&P Mid Cap 400 ETF,Technology,"Computer Software: Programming, Data Processing",D,MI
Shelley Moore Capito (R-WV),45300,EAD,Wells Fargo Income Opportunities Fund,Technology,"Computer Software: Programming, Data Processing",R,WV
Ron Wyden (D-OR),45300,VOHIX,Vanguard OH Long Term Tax Exempt,Technology,"Computer Software: Programming, Data Processing",D,OR
Gary Peters (D-MI),45200,PESPX,Dreyfus MidCap Index,Technology,"Computer Software: Programming, Data Processing",D,MI
Jerry Moran (R-KS),45100,BRK-B,Berkshire Hathaway Inc.,Technology,"Computer Software: Programming, Data Processing",R,KS
Gary Peters (D-MI),45100,CAG,CAG - ConAgra Foods Inc,Technology,"Computer Software: Programming, Data Processing",D,MI
Richard Blumenthal (D-CT),45000,MAPTX,Mathews Intl Fds Pac Tiger Fd Mutual Fund,Technology,"Computer Software: Programming, Data Processing",D,CT
Lamar Alexander (R-TN),45000,MLPEX,Oppenheimer SteelPath MLP Select 40 Fund,Technology,"Computer Software: Programming, Data Processing",R,TN
Rob Portman (R-OH),45000,XLE,Energy Select Sector SPDR ETF,Technology,"Computer Software: Programming, Data Processing",R,OH
John Hoeven (R-ND),44900,KMI,Kinder Morgan,Technology,"Computer Software: Programming, Data Processing",R,ND
Barbara A Mikulski (D-MD),44800,TRREX,T Rowe Price Real Estate,Technology,"Computer Software: Programming, Data Processing",D,MD
Sheldon Whitehouse (D-RI),44800,INTC,INTC-Intel Corp,Technology,"Computer Software: Programming, Data Processing",D,RI
Doug Jones (D-AL),44800,UMLGX,Columbia Select Large Cap Growth Z,Technology,"Computer Software: Programming, Data Processing",D,AL
Angus King (D-ME),44800,ECEIX,Lazard Emerging Markets Core Equity Fund,Technology,"Computer Software: Programming, Data Processing",D,ME
John Boozman (R-AR),44800,STX,Seagate Technology,Technology,"Computer Software: Programming, Data Processing",R,AR
Sheldon Whitehouse (D-RI),44700,COST,Costco Wholesale,Technology,"Computer Software: Programming, Data Processing",D,RI
Sheldon Whitehouse (D-RI),44700,MA,Mastercard Inc,Technology,"Computer Software: Programming, Data Processing",D,RI
Mazie K Hirono (D-HI),44700,PRFDX,T Rowe Price Equity Income,Technology,"Computer Software: Programming, Data Processing",D,HI
Mike Enzi (R-WY),44700,PRFDX,T Rowe Price Equity Income,Technology,"Computer Software: Programming, Data Processing",R,WY
David Perdue (R-GA),44600,V,Visa Inc,Technology,"Computer Software: Programming, Data Processing",R,GA
Chuck Grassley (R-IA),44600,JVLIX,John Hancock Disciplined Value Fund,Technology,"Computer Software: Programming, Data Processing",R,IA
Sheldon Whitehouse (D-RI),44600,JVLIX,John Hancock Disciplined Value Fund,Technology,"Computer Software: Programming, Data Processing",D,RI
Doug Jones (D-AL),44500,ELGAX,Columbia Select Large Cap Growth Fund,Technology,"Computer Software: Programming, Data Processing",D,AL
Thad Cochran (R-MS),44400,ACESX,Invesco Equity & Income Fund,Technology,"Computer Software: Programming, Data Processing",R,MS
Shelley Moore Capito (R-WV),44300,LCLIX,Clearbridge Large Cap Value Fund,Technology,"Computer Software: Programming, Data Processing",R,WV
Shelley Moore Capito (R-WV),44200,TGT,Target Corp,Technology,"Computer Software: Programming, Data Processing",R,WV
Shelley Moore Capito (R-WV),44200,CL,Colgate-Palmolive Co,Technology,"Computer Software: Programming, Data Processing",R,WV
David Perdue (R-GA),44100,SU,Suncor Energy Inc.,Technology,"Computer Software: Programming, Data Processing",R,GA
Angus King (D-ME),44000,CB,Chubb Corp,Technology,"Computer Software: Programming, Data Processing",D,ME
Gary Peters (D-MI),43900,KO,Coca-Cola Co,Technology,"Computer Software: Programming, Data Processing",D,MI
Ron Wyden (D-OR),43800,MWNIX,MWNIX - MFS International New Discovery I (NASDAQ),Technology,"Computer Software: Programming, Data Processing",D,OR
Pat Roberts (R-KS),43700,BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",R,KS
Chris Coons (D-DE),43700,POVSX,Putnam VT International Equity,Technology,EDP Services,D,DE
Mark Warner (D-VA),43600,GS,Goldman Sachs,Technology,EDP Services,D,VA
Sheldon Whitehouse (D-RI),43600,FMS,Fresenius Medical Care,Technology,EDP Services,D,RI
Gary Peters (D-MI),43500,FDTFX,Fidelity Advisor Freedom 2020 T,Technology,EDP Services,D,MI
Tom Carper (D-DE),43500,JPM,JPMorgan Chase & Co,Technology,EDP Services,D,DE
James M Inhofe (R-OK),43400,CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services,R,OK
Chris Coons (D-DE),43300,PYSVX,Putnam VT SmCap Val,Technology,"Computer Software: Programming, Data Processing",D,DE
Chris Van Hollen (D-MD),43300,TRRCX,T Rowe Price 2030,Technology,"Computer Software: Programming, Data Processing",D,MD
Barbara A Mikulski (D-MD),43300,PRSVX,T Rowe Price Small Cap Value,Technology,"Computer Software: Programming, Data Processing",D,MD
